timestamp,surge,sway,heave,roll,pitch,yaw,surge_t,sway_t,heave_t,roll_t,pitch_t,yaw_t
21:13:831455,-0.26151037216186523,-1.2439276360964868e-05,2.4702442260604585e-06,1.8006829805017333e-06,1.921779585245531e-05,1.239743778569391e-05,0.09225670993328094,-3.3928816264960915e-05,-6.298662628978491e-05,-1.0195998584094923e-05,-0.00010509096318855882,-3.708339500008151e-05
21:13:932690,-0.2610462009906769,-1.1938930583710317e-05,2.475268274793052e-06,1.813896687963279e-06,1.8860917407437228e-05,1.2265864825167228e-05,0.09281866997480392,8.345062815351412e-05,1.2378409337543417e-05,-3.6558453757606912e-06,-8.498684474034235e-05,-4.043595981784165e-05
21:14:034532,-0.26057955622673035,-1.1556004210433457e-05,2.1636192286678124e-06,1.7937255734068458e-06,1.8450087736709975e-05,1.2200843229948077e-05,0.0933324322104454,9.47667722357437e-05,-4.318979335948825e-05,-1.9999113646917976e-05,-9.885166946332902e-05,-1.4517935596813913e-05
21:14:137740,-0.2601105868816376,-1.1554820048331749e-05,2.1989128526911372e-06,1.8061201672026073e-06,1.8219156117993407e-05,1.2069196600350551e-05,0.09380645304918289,5.440187669591978e-05,-1.3271918533064309e-06,-1.9786781194852665e-05,-4.5890381443314254e-05,-2.2541536964126863e-05
21:14:239974,-0.2596389949321747,-1.1443167750257999e-05,2.200324388468289e-06,1.8359172599957674e-06,1.7866321286419407e-05,1.1963317774643656e-05,0.09432286024093628,3.4354285162407905e-05,-1.7799502529669553e-06,-5.643453278025845e-06,-7.229256152641028e-05,-1.8302165699424222e-05
21:14:340610,-0.25916504859924316,-1.1510399417602457e-05,2.171457481381367e-06,1.8212726899946574e-06,1.762188367138151e-05,1.1871806236740667e-05,0.09477066993713379,-2.4751816454227082e-05,-8.82109088706784e-06,4.4594553401111625e-06,-4.571831595967524e-05,-1.1560640814423095e-05
21:14:441735,-0.2586885988712311,-1.1387145605112892e-05,2.3551344838779187e-06,1.724901380839583e-06,1.739827166602481e-05,1.1782682122429833e-05,0.09521832317113876,2.618892040118226e-06,1.8215272575616837e-05,-1.8462526440998772e-06,-3.703679612954147e-05,-1.3135010703990702e-05
21:14:542811,-0.2582091987133026,-1.1155501852044836e-05,2.41743259721261e-06,1.6060753296187613e-06,1.7172860680148005e-05,1.1641735909506679e-05,0.09580123424530029,2.0584608137141913e-05,3.1658695661462843e-05,6.630074835811683e-07,-2.8304217266850173e-05,-3.3941949368454516e-05
21:14:643840,-0.2577275335788727,-1.0883032700803597e-05,2.7174203296453925e-06,1.568595052958699e-06,1.6933878214331344e-05,1.1550941053428687e-05,0.09629002958536148,4.7195608203765005e-05,9.178477193927392e-05,1.4476200703938957e-05,-2.859379310393706e-05,-3.5665092582348734e-05
21:14:744624,-0.2572430968284607,-1.0652694072632585e-05,2.6926381906378083e-06,1.5408631952595897e-06,1.6603311451035552e-05,1.139425967267016e-05,0.09684976935386658,4.403270213515498e-05,4.794577762368135e-05,4.279766017134534e-06,-5.317454633768648e-05,-3.1312145438278094e-05
21:14:845313,-0.2567561864852905,-1.0460251360200346e-05,2.6768607312988024e-06,1.60250419867225e-06,1.6388123185606673e-05,1.1326861567795277e-05,0.09736144542694092,5.5831253121141344e-05,3.940382885048166e-05,3.167504701195867e-06,-3.06291549350135e-05,-1.5236528270179406e-05
21:14:945958,-0.2562665343284607,-1.029339364322368e-05,2.594665147626074e-06,1.641075755287602e-06,1.598274138814304e-05,1.123388392443303e-05,0.09793154150247574,-5.384909854910802e-06,6.797470632591285e-06,-9.223786946677137e-06,-5.563606828218326e-05,-4.1787307054619305e-06
21:15:046643,-0.2557745575904846,-9.939304618455935e-06,2.6174611775786616e-06,1.7662016489339294e-06,1.558687654323876e-05,1.1243444532738067e-05,0.09838777035474777,2.7398324164096266e-05,2.8897229640278965e-05,1.0951413969451096e-05,-6.101454346207902e-05,1.092054935725173e-05
21:15:147280,-0.25527992844581604,-9.764857168192975e-06,2.5932013159035705e-06,1.7160522247650078e-06,1.5186609743977897e-05,1.1205474947928451e-05,0.09889617562294006,3.28238784277346e-05,2.1767471480416134e-05,-1.2206289284222294e-05,-7.41815529181622e-05,9.128641977440566e-06
21:15:247977,-0.2547825574874878,-9.860457794275135e-06,2.3113952920539305e-06,1.6248819747488596e-06,1.4730119801242836e-05,1.114237147703534e-05,0.09942200779914856,6.758267318218714e-06,-1.1263900887570344e-05,-1.4409627510758583e-05,-6.217580812517554e-05,7.399612968583824e-06
21:15:348691,-0.2542828619480133,-9.781464541447349e-06,2.0618026610463858e-06,1.4986553651397116e-06,1.4342022950586397e-05,1.0909743650699966e-05,0.0999356061220169,9.398924703418743e-06,-4.330881347414106e-05,-1.3868632777302992e-05,-6.56747433822602e-05,-4.3770229240180925e-05
21:15:449371,-0.25378066301345825,-9.723773473524489e-06,1.8844771147996653e-06,1.4289197451944347e-06,1.385962423228193e-05,1.080669608199969e-05,0.1004280373454094,-1.0579832405710476e-06,-3.7344852898968384e-05,1.952091224666219e-06,-8.513614011462778e-05,-4.161376637057401e-05
21:15:549890,-0.2532763183116913,-9.333919479104225e-06,1.8553452036940143e-06,1.425032223778544e-06,1.3489982848113868e-05,1.064938260242343e-05,0.10084281861782074,5.9187183069298044e-05,-2.3759335817885585e-05,3.219290647393791e-06,-7.673251093365252e-05,-4.781937968800776e-05
21:15:650735,-0.2527693212032318,-9.181572750094347e-06,1.8091723177349195e-06,1.5362580825240002e-06,1.2997465091757476e-05,1.059373880707426e-05,0.10133242607116699,1.668713775870856e-05,-1.364841591566801e-05,1.683485970715992e-05,-9.821025014389306e-05,-1.738602077239193e-05
21:15:751473,-0.25225985050201416,-8.945016816142015e-06,2.012668574025156e-06,1.5110086906133802e-06,1.2773606613336597e-05,1.0476359420863446e-05,0.10183769464492798,4.861118213739246e-05,4.182401971775107e-05,1.3621499874716392e-06,-6.126478547230363e-05,-2.9043458198430017e-05
21:15:852212,-0.2517477869987488,-8.976402568805497e-06,1.9442779830569634e-06,1.4844994211671292e-06,1.2426768080331385e-05,1.0411436051072087e-05,0.10235819220542908,1.5507879652432166e-05,1.1723456736945082e-05,1.7372219645039877e-06,-7.239879778353497e-05,-8.786657417658716e-06
21:15:953084,-0.25123345851898193,-8.857180546328891e-06,2.048936494247755e-06,1.4257872180678532e-06,1.2160347978351638e-05,1.0360555279476102e-05,0.10284321755170822,8.111240458674729e-05,2.179632974730339e-05,-1.4388717318070121e-05,-5.661796240019612e-05,-5.819195393996779e-06
21:16:053613,-0.2507167458534241,-8.812535270408262e-06,2.136408056685468e-06,1.3376776450968464e-06,1.1890415407833643e-05,1.0310474863217678e-05,0.10336992144584656,5.149712160346098e-05,2.5646020731073804e-05,-2.058233440038748e-05,-5.423135735327378e-05,-6.9237557909218594e-06
21:16:154369,-0.2501979172229767,-8.901852197595872e-06,2.255316985610989e-06,1.2489333585108398e-06,1.174532462755451e-05,1.028661154123256e-05,0.1037723645567894,9.011181646201294e-06,2.8155885956948623e-05,-2.339534694328904e-05,-3.059120717807673e-05,-4.273314516467508e-06
21:16:255049,-0.2496761977672577,-8.905704817152582e-06,2.2863382582727354e-06,1.168431481346488e-06,1.1538170838321093e-05,1.013135988614522e-05,0.10430752485990524,-2.035992656601593e-05,3.20515459861781e-06,-1.2646801224036608e-05,-2.149010106222704e-05,-1.7226428099093027e-05
21:16:355780,-0.24915200471878052,-8.793729648459703e-06,2.2174795049068052e-06,1.2125050261602155e-06,1.1311261005175766e-05,9.893977221508976e-06,0.10482870787382126,4.154918860876933e-05,-4.0654307667864487e-05,-4.4484004320111126e-06,-3.84854938602075e-05,-5.16685722686816e-05
21:16:456480,-0.24862509965896606,-8.686362889420707e-06,2.302164375578286e-06,1.280016363125469e-06,1.1102377357019577e-05,9.82646997726988e-06,0.10544762015342712,3.252665919717401e-05,-2.609090915939305e-05,4.309114501666045e-06,-4.92465405841358e-05,-2.432560177112464e-05
21:16:557216,-0.24809639155864716,-8.78757782629691e-06,2.2351541701937094e-06,1.3174829973650048e-06,1.0980231309076771e-05,9.785993825062178e-06,0.10578050464391708,-2.0718658561236225e-05,-1.4357714462676086e-05,-1.282687208004063e-06,-2.3613147277501412e-05,-8.66960544954054e-06
21:16:657994,-0.24756450951099396,-8.912897101254202e-06,2.068911271635443e-06,1.2409327609930187e-06,1.0659994586603716e-05,9.735541425470728e-06,0.1063828319311142,-2.4775339625193737e-05,-5.69935618841555e-05,-3.7252422771416605e-05,-6.253444735193625e-05,-4.602158242050791e-06
21:16:758990,-0.24703028798103333,-9.216412763635162e-06,2.0783479612873634e-06,1.2505951190178166e-06,1.0541473784542177e-05,9.761374712979887e-06,0.10686524957418442,-4.53615648439154e-05,-2.4914650566643104e-05,-1.9964758394053206e-05,-2.0415454855537973e-05,2.1421016072054044e-07
21:16:859456,-0.24649377167224884,-9.110172868531663e-06,1.816588337533176e-06,1.1734593954315642e-06,1.0257732355967164e-05,9.7634338089847e-06,0.10731840133666992,1.960729787242599e-05,-5.3031399147585034e-05,-2.3263910406967625e-05,-4.8047375457827e-05,1.8619640513861668e-06
21:16:960523,-0.24595507979393005,-9.051851520780474e-06,1.529784526610456e-06,1.2345874438324245e-06,1.0050164746644441e-05,9.722347385832109e-06,0.10772543400526047,3.7258374504745007e-05,-7.418697350658476e-05,-1.095940842787968e-05,-3.0097462513367645e-05,-9.35858679440571e-06
21:17:061095,-0.24541325867176056,-8.876919309841469e-06,1.245672365257633e-06,1.198700260829355e-06,9.735368621477392e-06,9.552787560096476e-06,0.10831914097070694,5.4817071941215545e-05,-7.55582659621723e-05,-1.3573778232967015e-05,-5.277204036246985e-05,-2.9529248422477394e-05
21:17:161934,-0.24486947059631348,-8.728495231480338e-06,1.2283740034035873e-06,1.3614384215543396e-06,9.53748713072855e-06,9.404044249095023e-06,0.10878141224384308,4.414422073750757e-05,-9.743369446368888e-06,1.3970095096738078e-05,-3.610236308304593e-05,-3.10903305944521e-05
21:17:262890,-0.24432307481765747,-8.387708476220723e-06,9.938402172338101e-07,1.3514750207832549e-06,9.369537110615056e-06,9.273167052015197e-06,0.10929569602012634,5.94979828747455e-05,-2.355815377086401e-05,-4.024047484563198e-06,-3.31576811731793e-05,-2.3388900444842875e-05
21:17:363786,-0.24377486109733582,-8.255213288066443e-06,9.773622196007636e-07,1.4278857634053566e-06,9.307495020038914e-06,9.362858691019937e-06,0.10969004034996033,5.7044249842874706e-05,-6.106035016273381e-06,3.2593109153822297e-06,-1.191939281852683e-05,1.0144545740331523e-05
21:17:464490,-0.24322400987148285,-8.084772161964793e-06,8.159873914337368e-07,1.4152622043184238e-06,9.10523158381693e-06,9.363171557197347e-06,0.11018627882003784,3.149493568344042e-05,-4.232521678204648e-05,3.4256166259183374e-07,-3.370369813637808e-05,1.1169502613483928e-05
21:17:565465,-0.24267110228538513,-8.140577847370878e-06,9.95326331576507e-07,1.260811814063345e-06,9.082375981961377e-06,9.419725756742992e-06,0.11058010160923004,-2.3729491658741608e-05,2.5580116925993934e-05,-3.217674748157151e-05,-1.3873964235244785e-06,1.3882121493224986e-05
